-0.30702,0.28207,0.031022,0.24548,0.60516,-0.17521,0.0079293,-0.0079149,-0.21623,-0.0063107,0.066525,-0.0069153,-0.12298,0.1074,0.18334,0.12623,-0.069427,-0.15261,0.068044,0.053856,-0.034425,0.15659,-0.26351,0.052795,-0.50517,0.0050473,0.061139,-0.0073442,0.063344,0.048736,-0.027434,0.067492,0.011643,-0.047942,0.054222,0.0051609,-0.049767,-0.067261,0.021862,-0.045516,0.077167,0.051298,0.19282,-0.011703,-0.071203,-0.11725,0.026528,0.039045,-0.054333,0.068763,-0.30535,0.0016308,-0.12416,0.032013,-0.20055
-0.2042,0.44032,0.43114,0.14857,0.46513,-0.0057104,-0.13281,0.026857,-0.43745,-0.023344,0.012085,-0.013477,-0.12787,0.012372,0.12879,0.31793,-0.058149,-0.27476,0.14302,0.064885,-0.071918,0.11883,-0.45139,0.039015,-0.79777,-0.028512,0.094178,-0.016184,0.089868,-0.17148,-0.06166,0.0089221,-0.0066809,-0.084887,0.067543,0.019642,-0.050756,-0.18406,-0.11608,-0.12096,0.048452,0.016404,0.02683,-0.0061734,-0.21521,-0.096911,0.004666,0.032997,-0.029919,0.055936,-0.23863,-0.14727,-0.10552,-0.0075659,-0.22042
0.0074738,0.4823,0.61507,0.13252,-0.056238,0.24862,-0.16122,-0.05718,-0.40948,-0.10824,0.041473,-0.0011045,0.014375,0.084182,-0.10551,0.15356,-0.13986,-0.3062,0.037364,0.01803,-0.15982,0.014935,-0.30867,0.10274,-0.74811,0.0079223,-0.038279,-0.00070736,0.060142,-0.013841,0.064572,-0.019301,-0.0080933,-0.086017,0.061363,-0.028274,-0.025901,-0.2499,-0.07159,-0.064557,0.023818,0.078957,-0.14234,-0.044389,-0.21303,-0.0092012,0.040581,0.043096,0.011479,-0.00094265,-0.17836,-0.073311,-0.014706,-0.0097797,-0.23209
0.48496,0.49845,0.36531,0.025479,-0.44981,0.10805,-0.08937,-0.028149,-0.44281,-0.34409,0.11857,0.15348,0.1765,0.023708,0.073054,0.070427,-0.23248,-0.17803,-0.052627,-0.079218,-0.0025448,-0.050417,-0.44523,-0.0062389,-0.50774,0.0088091,-0.075281,-0.035577,-0.09522,-0.1193,0.10698,-0.054541,0.17646,-0.10463,-0.010596,0.010767,-0.0060122,-0.11672,-0.19785,-0.07909,-0.13096,-0.065502,-0.030598,0.034656,-0.24638,-0.067445,-0.072897,0.034421,-0.048419,0.076311,-0.028527,-0.11146,0.14549,0.033021,-0.27349
0.9336,0.2512,0.056912,-0.015082,-0.79391,-0.10428,-0.065684,0.061717,-0.26581,-0.18613,-0.2225,0.10855,0.17589,-0.01879,0.13809,-0.13912,-0.057342,-0.097076,-0.20529,-0.11421,-0.14127,-0.074669,-0.40744,-0.19188,0.15076,-0.028396,-0.083563,-0.10501,-0.02621,-0.11597,-0.040185,-0.072815,0.11225,0.00090932,0.0259,0.064274,0.028352,-0.10837,-0.10686,0.02588,0.0073833,-0.013896,-0.118,-0.077074,-0.12744,0.067226,-0.036352,0.023175,0.18053,0.023282,-0.020672,-0.050409,0.18388,0.098888,-0.14307
0.93198,-0.03549,-0.19545,-0.084185,-0.15864,-0.5482,-0.10971,-0.0046247,0.0819,-0.10231,-0.13078,0.04038,0.16788,0.038579,0.085694,0.10229,-0.14653,-0.016816,-0.051209,-0.39249,-0.076423,-0.10581,-0.6918,-0.14322,0.23474,0.1199,0.10653,-0.062874,0.040545,-0.16264,-0.081776,-0.051361,0.10259,-0.027376,-0.039617,-0.11217,0.039646,0.0094746,-0.22345,-0.11216,-0.080254,0.068465,-0.16116,0.0015922,-0.043698,-0.026739,0.14073,0.004244,0.073222,-0.0012777,0.14853,-0.064457,0.09989,0.073569,-0.18884
0.31755,-0.23974,-0.15106,-0.14093,0.33811,-0.44646,-0.040171,0.059267,0.11847,0.081521,-0.063232,-0.042558,-0.01737,0.011758,-0.061855,0.07666,0.029576,0.052707,-0.075113,-0.37344,-0.058809,-0.070009,-0.76224,-0.094998,-0.011981,0.12111,0.33947,-0.029592,0.057466,-0.011143,-0.051537,0.002452,0.10302,0.031463,-0.032984,-0.24253,0.072869,0.13468,0.081973,-0.083581,-0.091235,-0.064738,0.017784,0.018234,0.010106,0.10576,0.077227,-0.066514,0.0025727,0.098509,0.19491,0.013679,0.0023769,0.050316,-0.14122
-0.46656,-0.18731,-0.11339,-0.10629,0.89135,-0.55027,-0.082721,0.10858,0.14392,0.12278,0.10864,-0.1353,0.024894,0.002246,0.00063501,0.1527,-0.070703,-0.072073,0.10449,-0.027321,0.020012,0.018123,-0.74726,0.11464,-0.37255,0.036994,0.24138,0.037656,-0.012291,-0.11515,0.045998,-0.0059941,0.041919,-0.060277,-0.061359,-0.23779,0.046358,0.14782,0.16161,0.053305,-0.16345,0.043639,0.19053,0.0088387,0.023533,0.0092621,-0.0012011,0.0092755,-0.02482,0.028638,0.06734,-0.016874,-0.029298,0.16792,-0.15608
-0.31901,-0.14738,0.1637,0.09884,0.78912,-0.3205,0.078036,0.096324,0.080302,0.32737,-0.22121,-0.24443,0.10057,-0.054851,-0.11542,0.045456,0.00014069,-0.094535,0.15111,0.19219,0.044,-0.017155,-0.4085,0.1365,-0.44086,-0.035471,0.012798,-0.035929,0.0046145,0.078336,0.069382,-0.012562,0.0038962,0.041051,-0.0041609,-0.0027545,0.015086,-0.033965,0.31401,0.11459,-0.024191,0.043142,0.13246,-0.062447,-0.011023,0.06241,0.018999,-0.026957,-0.016016,-0.15418,-0.10531,0.10635,-0.08975,-0.053487,-0.14505
-0.10393,0.24468,0.10156,-0.1196,0.82132,-0.2403,0.24122,0.23433,-0.20427,0.20227,0.08214,-0.2454,0.09221,-0.13607,0.16007,0.043649,0.1142,0.003973,0.1775,0.33989,-0.00068455,0.053113,-0.31211,0.11917,-0.53462,-0.14827,-0.2052,-0.008514,-0.015075,-0.0051728,0.085804,0.037187,-0.024478,0.004321,-0.0094225,0.22574,0.043392,-0.11866,-0.063543,0.014134,0.0072489,-0.088129,0.11599,-0.046855,-0.040418,-0.093427,-0.11599,-0.080248,0.032774,-0.19084,0.030981,-0.03448,-0.12505,0.092511,-0.12183
