-0.035922,-0.13981,0.12754,0.02891,-0.26724,0.15291,0.094896,0.02466,0.045475,-0.01139,-0.015541,0.04395,0.0030053,0.0068129,0.11518,-0.0029163,0.018898,-0.099303,0.08615,-0.029728,-0.056878,-0.019184,-0.16429,-0.093143,0.35882,-0.086778,-0.061292,-0.031492,0.019598,-0.027233,0.026864,-0.024754,-0.058054,-0.076379,-0.016166,0.023987,-0.0054679,0.0095531,-0.18573,0.12608,0.041031,-0.078394,0.0066123,-0.0038068,0.11771,-0.15412,-0.061966,-0.03954,0.00041507,0.046895,-0.059815,-0.031078,0.11734,0.16118,-0.097324
-0.1709,-0.15,0.067678,0.082564,-0.20579,0.16708,0.015134,0.022143,0.12614,-0.002814,-0.05786,0.11001,-0.035764,-0.035759,0.049727,-0.072915,0.067263,-0.050813,0.017606,0.019189,0.0024486,0.034288,0.02857,-0.028299,0.49516,-0.10424,-0.067955,-0.023766,0.0058967,0.11491,-0.046456,-0.067063,0.0091945,-0.0077673,-0.037584,0.0088849,-0.018438,-0.021147,-0.18437,0.2467,0.069532,-0.091377,0.13363,-0.087349,0.1531,-0.21515,-0.027388,0.0038057,0.053742,0.13228,-0.0079031,0.046285,0.092831,0.12632,-0.0013748
-0.33394,-0.14448,0.084068,0.19045,0.050168,0.15405,-0.10063,-0.023616,0.21624,0.038726,0.026738,0.037529,-0.045699,0.02141,0.1461,-0.03412,0.0741,-0.10044,0.058695,0.036234,-0.058869,0.027239,-0.010069,-0.038844,0.41327,0.090202,-0.024579,0.021593,0.045112,0.12746,-0.054039,-0.052245,-0.00081642,0.064272,-0.0012581,-0.041249,0.029005,-0.0027615,-0.18693,0.14704,0.09011,-0.047247,0.16529,-0.17222,0.11762,-0.1546,0.026851,0.1047,0.044171,0.076758,-0.074131,0.078023,0.070086,0.14579,-0.032939
-0.45207,-0.059721,-0.046229,0.18889,-0.040818,0.29978,-0.10553,-0.03741,0.011392,-0.088494,0.027696,0.05219,-0.020245,-0.015665,-0.0039849,0.032246,-0.014554,-0.065151,-0.020957,0.031692,0.069395,0.04694,0.14145,-0.00049156,0.26809,-0.048518,0.02369,0.057847,-0.023584,0.03403,-0.092512,-0.039532,0.15134,0.10005,0.011465,-0.1062,0.047676,-0.0034598,-0.019181,-0.062285,0.015354,0.10297,0.21423,-0.062775,0.04375,-0.044761,0.012882,0.0853,-0.00084514,0.075891,0.021714,0.06656,0.056591,-0.013734,-0.012226
-0.48427,-0.063657,-0.078144,0.14129,0.09585,0.19874,-0.29126,-0.029188,0.027755,-0.037189,-0.10794,0.030982,0.022026,0.048748,-0.020049,-0.062473,0.060472,0.01997,-0.06156,-0.083452,0.093019,0.0055573,0.057112,0.088032,0.20193,-0.054129,0.036624,0.062464,-0.0071112,0.17045,-0.042954,-0.046346,0.10638,0.037913,-0.017565,-0.12186,0.010686,-0.052829,-0.0082611,0.012352,0.018766,0.12906,-0.11005,-0.064633,0.023799,0.040025,-0.027754,0.055818,-0.0073511,-0.047815,-0.13751,0.065514,0.053946,0.059954,-0.094322
-0.26666,-0.035872,-0.011911,-0.061221,-0.10281,0.2378,-0.15953,0.031959,0.2694,-0.11,-0.027873,0.011663,0.054774,-0.062463,-0.099781,-0.085246,0.037215,-0.035703,-0.028936,0.03265,0.062099,-0.00045288,0.11691,0.040523,0.2706,0.0013827,-0.10548,0.062314,0.011031,0.072393,0.0088465,-0.019005,0.12142,0.047465,-0.06857,-0.070871,-0.028022,-0.091913,-0.043154,-0.14912,0.014501,0.029764,-0.22626,-0.0086461,0.073152,-0.066532,-0.054666,-0.008495,0.061753,-0.10536,-0.028854,0.08191,0.11775,0.042123,-0.01566
-0.30747,-0.15536,0.095636,-0.22222,0.11715,0.20834,-0.19949,0.0045959,0.13247,-0.12408,-0.051676,-0.036696,-0.068043,-0.030849,0.092877,-0.098901,0.046288,-0.034025,0.034563,-0.010168,0.09172,0.067092,0.1551,-0.0032764,0.24973,-0.13629,-0.067428,0.080962,0.019567,0.071733,0.07651,0.0064302,0.0057838,0.013254,-0.019375,0.013783,-0.0046429,-0.00053002,-0.13318,-0.03596,0.075847,-0.088685,-0.41441,-0.035014,0.08441,-0.061823,0.069669,-0.090074,0.054353,-0.097117,-0.016601,-0.035552,0.07197,0.085888,0.079727
-0.28708,-0.067882,0.12496,-0.14859,0.15615,0.20566,-0.22582,-0.0040463,0.16931,-0.16546,0.19385,0.14118,0.090001,-0.047503,0.0096538,-0.12466,0.095133,-0.051286,0.060375,-0.11012,-0.084107,0.035376,0.14041,0.070519,0.2811,0.0087129,-0.09435,0.024658,0.016213,0.12315,0.023199,-0.039375,0.029296,0.041475,0.061299,-0.095976,0.0097879,0.057522,-0.027414,-0.20173,0.006721,-0.068807,-0.25018,0.0894,0.041478,-0.15087,0.10263,-0.058371,9.9431e-06,0.067479,-0.025789,-0.045802,0.081361,-0.033934,-0.0061235
-0.26979,-0.066096,0.13305,-0.11845,0.10017,0.27762,-0.10771,-0.041295,0.081095,-0.056914,0.076921,-0.0063327,0.089961,0.013701,0.065429,-0.021286,0.20953,0.081256,-0.044718,0.0017245,-0.028165,0.053333,0.26437,0.038596,0.24003,-0.037899,-0.075287,0.040133,0.018841,0.062703,0.013886,-0.00059601,-0.040913,-0.028119,0.061965,-0.14866,0.025179,0.024523,0.14961,0.11795,0.0044368,-0.10981,-0.25432,0.042976,0.038266,-0.11453,0.14038,-0.0079863,0.045857,0.10623,0.10279,-0.11816,-0.0061369,0.013675,0.04044
-0.16582,0.019761,0.039315,0.1137,-0.068897,0.31298,-0.14458,-0.13879,0.027464,0.0343,0.11859,0.013851,0.19621,-0.00047803,-0.12427,-0.12246,-0.065358,0.10756,-0.12656,0.068727,-0.1161,0.027512,0.24738,-0.0080738,0.26209,-0.064238,-0.15509,0.037717,-0.0099559,0.13329,-0.087997,-0.066333,-0.029672,-0.0842,0.034522,-0.12117,0.047881,0.14076,0.29733,-0.047688,-0.046227,-0.028463,-0.076995,0.028789,0.071074,-0.057389,0.092845,0.066179,-0.007281,0.099583,0.049165,-0.069469,-0.056845,0.00049133,-0.050941
